MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_Name,Area ,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_Name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty
117,Historic Catch of Carpa for Michoacan,Carpa; Catch; Michoacan ,SAGARPA,SAGARPA;CONAPESCA,1,Carpa,Freshwater/Terrestrial,Freshwater/Terrestrial,Michoacan,2004,2013,10,Weight,Year,State,"Carpa, Michoacan: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
118,Historic Catch of Carpa for Tabasco,Carpa; Catch; Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Carpa,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,"Carpa, Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
119,Historic Catch of Carpa for Guanajuato,Carpa; Catch; Guanajuato ,SAGARPA,SAGARPA;CONAPESCA,1,Carpa,Freshwater/Terrestrial,Freshwater/Terrestrial,Guanajuato,2004,2013,10,Weight,Year,State,"Carpa, Guanajuato: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
120,Historic Catch of Carpa for Others,Carpa; Catch; Others ,SAGARPA,SAGARPA;CONAPESCA,1,Carpa,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Carpa, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
121,Historic Catch of Erizo for Baja California,Erizo; Catch; BC ,SAGARPA,SAGARPA;CONAPESCA,1,Erizo,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,"Erizo, Baja California: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
122,Historic Catch of Erizo for Others,Erizo; Catch; Others ,SAGARPA,SAGARPA;CONAPESCA,1,Erizo,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Erizo, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
123,Historic Catch of Guachinango for Jalisco,Guachinango; Catch; Jalisco ,SAGARPA,SAGARPA;CONAPESCA,1,Guachinango,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,"Guachinango, Jalisco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
124,Historic Catch of Guachinango for Tabasco,Guachinango; Catch; Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Guachinango,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,"Guachinango, Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
125,Historic Catch of Guachinango for Oaxaca,Guachinango; Catch; Oaxaca ,SAGARPA,SAGARPA;CONAPESCA,1,Guachinango,Freshwater/Terrestrial,Freshwater/Terrestrial,Oaxaca,2004,2013,10,Weight,Year,State,"Guachinango, Oaxaca: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
126,Historic Catch of Guachinango for Baja California Sur,Guachinango; Catch; BCS ,SAGARPA,SAGARPA;CONAPESCA,1,Guachinango,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,"Guachinango, Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
127,Historic Catch of Guachinango for Guerrero,Guachinango; Catch; Guerrero ,SAGARPA,SAGARPA;CONAPESCA,1,Guachinango,Pacific,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,"Guachinango, Guerrero: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
128,Historic Catch of Guachinango for Campeche,Guachinango; Catch; Campeche ,SAGARPA,SAGARPA;CONAPESCA,1,Guachinango,Freshwater/Terrestrial,Freshwater/Terrestrial,Campeche,2004,2013,10,Weight,Year,State,"Guachinango, Campeche: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
129,Historic Catch of Guachinango for Sinaloa,Guachinango; Catch; Sinaloa ,SAGARPA,SAGARPA;CONAPESCA,1,Guachinango,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,"Guachinango, Sinaloa: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
130,Historic Catch of Guachinango for Tamaulipas,Guachinango; Catch; Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Guachinango,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,"Guachinango, Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
131,Historic Catch of Guachinango for Yucatan,Guachinango; Catch; Yucatan ,SAGARPA,SAGARPA;CONAPESCA,1,Guachinango,Freshwater/Terrestrial,Freshwater/Terrestrial,Yucatan,2004,2013,10,Weight,Year,State,"Guachinango, Yucatan: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
132,Historic Catch of Guachinango for Others,Guachinango; Catch; Others ,SAGARPA,SAGARPA;CONAPESCA,1,Guachinango,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Guachinango, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
133,Historic Catch of Jaiba for Sinaloa,Jaiba; Catch; Sinaloa ,SAGARPA,SAGARPA;CONAPESCA,1,Jaiba,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,"Jaiba, Sinaloa: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
134,Historic Catch of Jaiba for Sonora,Jaiba; Catch; Sonora ,SAGARPA,SAGARPA;CONAPESCA,1,Jaiba,Pacific,Gulf of California,Sonora,2004,2013,10,Weight,Year,State,"Jaiba, Sonora: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
135,Historic Catch of Jaiba for Veracruz,Jaiba; Catch; Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Jaiba,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"Jaiba, Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
136,Historic Catch of Jaiba for Campeche,Jaiba; Catch; Campeche ,SAGARPA,SAGARPA;CONAPESCA,1,Jaiba,Freshwater/Terrestrial,Freshwater/Terrestrial,Campeche,2004,2013,10,Weight,Year,State,"Jaiba, Campeche: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
137,Historic Catch of Jaiba for Tamaulipas,Jaiba; Catch; Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Jaiba,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,"Jaiba, Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
138,Historic Catch of Jaiba for Tabasco,Jaiba; Catch; Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Jaiba,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,"Jaiba, Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
139,Historic Catch of Jaiba for Baja California Sur,Jaiba; Catch; BCS ,SAGARPA,SAGARPA;CONAPESCA,1,Jaiba,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,"Jaiba, Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
140,Historic Catch of Jaiba for Chiapas,Jaiba; Catch; Chiapas ,SAGARPA,SAGARPA;CONAPESCA,1,Jaiba,Pacific,Gulf of Tehantepec,Chiapas,2004,2013,10,Weight,Year,State,"Jaiba, Chiapas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
141,Historic Catch of Jaiba for Oaxaca,Jaiba; Catch; Oaxaca ,SAGARPA,SAGARPA;CONAPESCA,1,Jaiba,Pacific,Gulf of Tehantepec,Oaxaca,2004,2013,10,Weight,Year,State,"Jaiba, Oaxaca: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
142,Historic Catch of Jaiba for Others,Jaiba; Catch; Others ,SAGARPA,SAGARPA;CONAPESCA,1,Jaiba,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Jaiba, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
143,Historic Catch of Langosta for Baja California Sur,Langosta; Catch; BCS ,SAGARPA,SAGARPA;CONAPESCA,1,Langosta,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,"Langosta, Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
144,Historic Catch of Langosta for Baja California,Langosta; Catch; BC ,SAGARPA,SAGARPA;CONAPESCA,1,Langosta,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,"Langosta, Baja California: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
145,Historic Catch of Langosta for Quintana Roo,Langosta; Catch; Quintana Roo ,SAGARPA,SAGARPA;CONAPESCA,1,Langosta,Freshwater/Terrestrial,Freshwater/Terrestrial,Quintana Roo,2004,2013,10,Weight,Year,State,"Langosta, Quintana Roo: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
146,Historic Catch of Langosta for Yucatan,Langosta; Catch; Yucatan ,SAGARPA,SAGARPA;CONAPESCA,1,Langosta,Atlantic,Yucatan Peninsula,Yucatan,2004,2013,10,Weight,Year,State,"Langosta, Yucatan: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
147,Historic Catch of Langosta for Guerrero,Langosta; Catch; Guerrero ,SAGARPA,SAGARPA;CONAPESCA,1,Langosta,Pacific,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,"Langosta, Guerrero: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
148,Historic Catch of Langosta for Jalisco,Langosta; Catch; Jalisco ,SAGARPA,SAGARPA;CONAPESCA,1,Langosta,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,"Langosta, Jalisco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
149,Historic Catch of Langosta for Sinaloa,Langosta; Catch; Sinaloa ,SAGARPA,SAGARPA;CONAPESCA,1,Langosta,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,"Langosta, Sinaloa: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
150,Historic Catch of Langosta for Michoacan,Langosta; Catch; Michoacan ,SAGARPA,SAGARPA;CONAPESCA,1,Langosta,Freshwater/Terrestrial,Freshwater/Terrestrial,Michoacan,2004,2013,10,Weight,Year,State,"Langosta, Michoacan: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
151,Historic Catch of Langosta for Nayarit,Langosta; Catch; Nayarit ,SAGARPA,SAGARPA;CONAPESCA,1,Langosta,Pacific,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,"Langosta, Nayarit: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
152,Historic Catch of Langosta for Oaxaca,Langosta; Catch; Oaxaca ,SAGARPA,SAGARPA;CONAPESCA,1,Langosta,Pacific,Gulf of Tehantepec,Oaxaca,2004,2013,10,Weight,Year,State,"Langosta, Oaxaca: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
153,Historic Catch of Langosta for Others,Langosta; Catch; Others ,SAGARPA,SAGARPA;CONAPESCA,1,Langosta,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Langosta, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
154,Historic Catch of Langostino for Veracruz,Langostino; Catch; Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"Langostino, Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
155,Historic Catch of Langostino for Campeche,Langostino; Catch; Campeche ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Atlantic,Yucatan Peninsula,Campeche,2004,2013,10,Weight,Year,State,"Langostino, Campeche: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
156,Historic Catch of Langostino for Tamaulipas,Langostino; Catch; Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,"Langostino, Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
157,Historic Catch of Langostino for Tabasco,Langostino; Catch; Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,"Langostino, Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
158,Historic Catch of Langostino for Guerrero,Langostino; Catch; Guerrero ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Pacific,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,"Langostino, Guerrero: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
159,Historic Catch of Langostino for Jalisco,Langostino; Catch; Jalisco ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,"Langostino, Jalisco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
160,Historic Catch of Langostino for Michoacan,Langostino; Catch; Michoacan ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Freshwater/Terrestrial,Freshwater/Terrestrial,Michoacan,2004,2013,10,Weight,Year,State,"Langostino, Michoacan: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
161,Historic Catch of Langostino for Nayarit,Langostino; Catch; Nayarit ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Pacific,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,"Langostino, Nayarit: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
162,Historic Catch of Langostino for Others,Langostino; Catch; Others ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Langostino, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
163,Historic Catch of Langostino for Colima,Langostino; Catch; Colima ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Pacific,South Pacific,Colima,2004,2013,10,Weight,Year,State,"Langostino, Colima: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
164,Historic Catch of Lisa for Baja California Sur,Lisa; Catch; BCS ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,"Lisa, Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
165,Historic Catch of Lisa for Sinaloa,Lisa; Catch; Sinaloa ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,"Lisa, Sinaloa: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
166,Historic Catch of Lisa for Oaxaca,Lisa; Catch; Oaxaca ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Pacific,Gulf of Tehantepec,Oaxaca,2004,2013,10,Weight,Year,State,"Lisa, Oaxaca: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
167,Historic Catch of Lisa for Others,Lisa; Catch; Others ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Lisa, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
